victim.orgsize,action,actor,victim.region,victim.industry.name,attribute,incident,IDnum
unknown,hacking,internal,na,information,a,F,682
small,social,internal,na,mining,a,F,683
unknown,misuse,external,lac,manufacturing,i,F,684
large,error,internal,na,healthcare,c,T,685
large,misuse,external,apac,information,a,F,686
small,social,external,apac,accommodation,a,F,687
unknown,hacking,external,apac,accommodation,a,F,688
small,error,partner,emea,professional,i,F,689
small,error,partner,apac,finance,a,F,690
unknown,hacking,external,na,professional,c,T,691
unknown,error,internal,na,retail,a,F,692
small,misuse,internal,na,professional,i,T,693
large,misuse,external,na,information,c,F,694
large,malware,external,apac,administrative,i,F,695
small,malware,external,na,accommodation,a,F,696
unknown,misuse,internal,na,administrative,a,F,697
small,malware,partner,lac,healthcare,a,F,698
small,hacking,external,na,healthcare,c,T,699
small,malware,external,na,retail,i,T,700
unknown,error,partner,global,public,c,T,701
small,error,internal,lac,finance,c,T,702
small,malware,internal,na,public,c,F,703
unknown,error,internal,na,professional,c,T,704
large,hacking,external,apac,realestate,i,F,705
unknown,malware,internal,na,professional,a,F,706
unknown,hacking,external,na,educational,i,T,707
small,misuse,internal,na,healthcare,c,T,708
unknown,misuse,external,emea,accommodation,a,F,709
small,social,external,lac,otherservices,a,F,710
large,misuse,internal,na,manufacturing,c,T,711
unknown,misuse,external,apac,transportation,c,F,712
small,error,internal,na,management,a,F,713
small,hacking,internal,emea,professional,i,F,714
large,error,internal,na,healthcare,c,T,715
small,error,internal,na,professional,c,T,716
small,misuse,internal,apac,healthcare,c,T,717
small,hacking,external,lac,professional,i,F,718
large,misuse,internal,na,manufacturing,c,T,719
unknown,misuse,internal,na,healthcare,c,T,720
large,hacking,external,apac,manufacturing,a,F,721
unknown,error,internal,na,educational,c,T,722
unknown,unknown,external,na,finance,c,T,723
unknown,hacking,external,na,utilities,i,T,724
small,hacking,internal,na,transportation,i,F,725
unknown,hacking,external,na,educational,c,T,726
small,social,external,lac,mining,a,F,727
small,hacking,external,na,trade,i,T,728
unknown,hacking,external,emea,manufacturing,c,F,729
unknown,misuse,partner,lac,utilities,a,F,730
small,error,external,apac,entertainment,a,F,731
small,malware,internal,apac,accommodation,c,F,732
unknown,hacking,external,apac,otherservices,i,F,733
large,malware,external,na,public,i,F,734
unknown,hacking,external,na,mining,i,F,735
small,hacking,external,apac,otherservices,c,T,736
small,error,external,lac,utilities,c,F,737
unknown,error,internal,na,public,c,T,738
small,hacking,external,na,utilities,i,F,739
small,error,partner,na,realestate,a,F,740
unknown,error,partner,apac,information,c,T,741
small,unknown,external,na,finance,i,T,742
large,unknown,external,na,finance,i,T,743
small,error,external,lac,professional,i,F,744
large,misuse,internal,apac,public,c,T,745
small,error,internal,apac,educational,c,T,746
large,malware,internal,emea,public,a,F,747
large,unknown,external,na,public,c,T,748
small,misuse,external,na,information,i,F,749
unknown,social,internal,emea,public,a,F,750
large,error,internal,na,information,c,T,751
small,unknown,external,na,retail,c,T,752
small,unknown,external,na,retail,i,T,753
small,unknown,external,na,finance,i,T,754
unknown,malware,internal,lac,healthcare,a,F,755
large,hacking,external,apac,entertainment,c,F,756
small,error,internal,na,healthcare,c,T,757
unknown,malware,partner,lac,utilities,c,F,758
large,hacking,external,apac,administrative,c,T,759
unknown,misuse,partner,emea,construction,i,F,760
large,social,internal,na,accommodation,c,F,761
small,malware,external,na,healthcare,i,T,762
small,hacking,internal,apac,retail,c,F,763
unknown,misuse,internal,global,public,c,T,764
large,malware,external,apac,manufacturing,i,T,765
small,hacking,external,na,healthcare,c,T,766
unknown,error,internal,na,public,c,T,767
small,hacking,external,emea,trade,c,T,768
small,error,external,lac,finance,a,F,769
large,error,internal,na,healthcare,c,T,770
large,malware,partner,na,public,i,F,771
unknown,misuse,internal,na,public,c,T,772
small,malware,external,na,management,i,F,773
large,misuse,external,lac,construction,a,F,774
large,error,external,apac,construction,i,F,775
small,hacking,external,na,professional,c,T,776
small,malware,external,na,otherservices,i,T,777
small,social,internal,apac,realestate,i,F,778
small,error,internal,na,healthcare,c,T,779
large,social,internal,na,public,i,T,780
large,misuse,partner,na,utilities,c,F,781
unknown,hacking,internal,emea,educational,a,F,782
small,hacking,external,apac,entertainment,i,F,783
large,hacking,partner,apac,healthcare,c,F,784
small,malware,partner,emea,transportation,i,F,785
small,malware,external,apac,mining,a,F,786
unknown,hacking,partner,na,construction,c,F,787
small,hacking,external,na,information,c,T,788
small,hacking,external,na,healthcare,c,T,789
large,malware,internal,apac,retail,c,F,790
unknown,hacking,partner,emea,transportation,c,F,791
small,hacking,partner,apac,utilities,a,F,792
unknown,social,internal,apac,otherservices,c,F,793
small,malware,external,apac,manufacturing,i,T,794
large,hacking,external,apac,public,c,T,795
large,misuse,external,na,mining,c,F,796
large,error,internal,apac,information,c,T,797
large,hacking,partner,lac,otherservices,a,F,798
large,malware,external,apac,transportation,i,T,799
large,hacking,external,emea,retail,i,F,800
unknown,hacking,external,na,healthcare,c,T,801
unknown,hacking,external,emea,management,a,F,802
large,social,external,na,professional,c,F,803
small,malware,external,apac,professional,i,F,804
small,misuse,partner,apac,retail,i,F,805
small,misuse,internal,apac,administrative,c,F,806
small,misuse,internal,global,healthcare,i,T,807
large,malware,external,na,healthcare,i,T,808
small,error,internal,na,information,c,T,809
unknown,error,internal,na,public,c,T,810
large,unknown,external,na,finance,i,T,811
small,malware,external,emea,retail,i,T,812
unknown,misuse,internal,emea,realestate,i,F,813
unknown,hacking,external,na,otherservices,c,T,814
unknown,error,internal,emea,healthcare,c,T,815
small,unknown,internal,na,healthcare,i,T,816
small,error,partner,emea,agriculture,c,F,817
small,hacking,external,na,otherservices,i,T,818
large,misuse,external,na,retail,a,F,819
unknown,hacking,external,na,professional,c,T,820
large,social,internal,apac,transportation,i,F,821
small,hacking,internal,apac,manufacturing,i,F,822
unknown,error,internal,apac,utilities,c,T,823
small,error,internal,lac,realestate,c,F,824
small,unknown,internal,na,healthcare,c,T,825
large,misuse,internal,apac,realestate,i,F,826
large,hacking,external,emea,public,c,T,827
large,misuse,internal,na,healthcare,c,T,828
unknown,social,internal,apac,transportation,i,F,829
unknown,hacking,external,na,public,c,T,830
unknown,error,internal,lac,trade,a,F,831
small,social,external,emea,agriculture,a,F,832
large,error,internal,na,healthcare,c,F,833
large,misuse,internal,na,public,i,T,834
large,social,external,emea,utilities,c,F,835
small,hacking,external,apac,otherservices,a,F,836
unknown,hacking,external,lac,healthcare,i,F,837
small,hacking,external,emea,utilities,i,F,838
unknown,malware,internal,na,accommodation,i,F,839
small,misuse,internal,na,otherservices,c,T,840
unknown,malware,partner,apac,accommodation,a,F,841
small,social,external,na,finance,i,T,842
large,misuse,internal,apac,finance,a,F,843
unknown,error,partner,na,healthcare,c,T,844
small,hacking,external,global,finance,c,T,845
unknown,error,internal,na,public,c,T,846
large,error,external,apac,management,c,F,847
small,hacking,external,na,information,i,T,848
large,misuse,internal,na,information,i,T,849
unknown,error,partner,lac,utilities,a,F,850
large,hacking,external,na,information,c,T,851
small,malware,external,na,healthcare,i,F,852
large,hacking,internal,emea,otherservices,a,F,853
small,hacking,external,lac,retail,i,F,854
large,misuse,external,na,entertainment,i,F,855
large,unknown,external,emea,public,c,T,856
unknown,misuse,internal,na,finance,c,T,857
large,social,external,na,healthcare,i,T,858
small,malware,external,apac,agriculture,a,F,859
small,social,internal,emea,management,i,F,860
unknown,error,internal,na,finance,c,T,861
small,hacking,internal,apac,construction,i,F,862
unknown,hacking,external,na,professional,c,T,863
unknown,error,internal,na,retail,c,T,864
small,error,internal,na,healthcare,c,T,865
small,unknown,external,na,finance,i,T,866
large,malware,external,na,retail,i,T,867
small,hacking,external,na,information,i,T,868
small,hacking,external,na,trade,c,T,869
large,misuse,external,na,otherservices,a,F,870
large,malware,partner,na,utilities,c,F,871
unknown,hacking,external,emea,entertainment,c,T,872
unknown,misuse,partner,lac,manufacturing,a,F,873
large,error,partner,emea,public,c,T,874
large,malware,external,na,otherservices,i,T,875
small,misuse,internal,na,professional,c,F,876
unknown,social,internal,emea,transportation,i,F,877
small,misuse,internal,na,realestate,i,F,878
small,misuse,internal,na,public,c,T,879
small,hacking,partner,emea,trade,c,F,880
large,hacking,internal,emea,realestate,i,F,881
large,misuse,partner,emea,entertainment,i,F,882
large,error,internal,na,retail,c,T,883
large,error,internal,na,healthcare,c,T,884
large,malware,internal,apac,information,a,F,885
small,hacking,external,emea,healthcare,c,F,886
small,error,internal,na,information,c,T,887
small,error,internal,na,public,c,T,888
small,hacking,external,na,information,c,T,889
large,error,internal,na,professional,c,F,890
small,error,partner,na,healthcare,c,T,891
small,social,internal,na,retail,a,F,892
unknown,hacking,partner,emea,transportation,i,F,893
small,hacking,partner,emea,construction,a,F,894
unknown,unknown,external,emea,healthcare,c,T,895
small,error,partner,apac,information,a,F,896
large,hacking,external,apac,finance,c,T,897
small,unknown,external,na,finance,i,T,898
small,malware,internal,na,retail,a,F,899
unknown,social,partner,na,realestate,a,F,900
large,social,external,na,healthcare,i,T,901
small,misuse,external,emea,finance,a,F,902
small,malware,external,na,finance,i,T,903
unknown,error,internal,na,public,c,T,904
small,misuse,internal,na,healthcare,c,T,905
small,hacking,external,emea,mining,i,F,906
small,unknown,external,na,retail,i,T,907
unknown,misuse,partner,emea,finance,i,F,908
small,malware,internal,lac,management,c,F,909
large,misuse,internal,emea,manufacturing,c,T,910
large,misuse,internal,na,healthcare,c,T,911
small,error,internal,na,information,c,T,912
unknown,hacking,external,na,finance,c,T,913
small,social,external,apac,finance,i,T,914
large,hacking,external,na,professional,c,T,915
unknown,misuse,internal,apac,management,i,F,916
small,malware,external,na,healthcare,i,T,917
large,hacking,external,emea,finance,i,T,918
large,misuse,internal,lac,professional,a,F,919
small,hacking,external,apac,manufacturing,i,F,920
large,hacking,external,emea,transportation,c,T,921
small,social,internal,emea,finance,c,F,922
small,misuse,internal,emea,entertainment,a,F,923
large,hacking,external,apac,otherservices,i,F,924
large,error,internal,apac,retail,c,T,925
large,misuse,internal,apac,information,c,T,926
large,error,internal,na,public,c,T,927
unknown,error,internal,na,information,c,T,928
large,hacking,internal,lac,transportation,a,F,929
large,hacking,external,apac,finance,a,F,930
small,error,partner,emea,finance,c,T,931
small,error,internal,na,professional,c,T,932
unknown,error,internal,apac,information,a,F,933
unknown,misuse,internal,na,healthcare,i,T,934
large,error,internal,apac,information,c,T,935
unknown,unknown,unknown,na,educational,c,T,936
unknown,error,external,apac,realestate,i,F,937
small,misuse,external,apac,entertainment,a,F,938
large,malware,external,na,educational,i,T,939
large,misuse,internal,na,finance,c,T,940
small,hacking,partner,na,healthcare,a,F,941
small,hacking,internal,emea,agriculture,c,F,942
small,misuse,internal,lac,mining,i,F,943
unknown,error,internal,emea,finance,c,T,944
large,error,internal,lac,administrative,c,F,945
unknown,error,partner,na,manufacturing,a,F,946
small,misuse,internal,na,healthcare,c,T,947
unknown,error,external,na,transportation,c,F,948
large,error,internal,apac,information,c,T,949
large,error,internal,apac,information,c,T,950
unknown,social,partner,lac,entertainment,c,F,951
small,error,internal,emea,healthcare,c,T,952
small,hacking,external,na,healthcare,c,T,953
unknown,malware,external,na,educational,a,F,954
large,misuse,internal,global,finance,i,T,955
small,malware,external,apac,finance,i,F,956
large,hacking,external,lac,public,c,T,957
unknown,hacking,external,apac,management,i,F,958
large,misuse,external,emea,agriculture,c,F,959
small,misuse,external,apac,professional,c,F,960
small,social,external,na,healthcare,i,T,961
unknown,social,partner,na,administrative,c,F,962
small,error,internal,na,otherservices,c,T,963
small,error,internal,na,entertainment,c,T,964
small,malware,external,apac,manufacturing,i,T,965
unknown,hacking,internal,emea,healthcare,i,F,966
small,misuse,partner,apac,agriculture,c,F,967
large,hacking,external,apac,retail,c,T,968
small,misuse,partner,apac,professional,i,T,969
small,error,internal,na,professional,c,T,970
large,social,external,emea,manufacturing,c,F,971
small,hacking,internal,na,educational,i,F,972
small,malware,external,na,professional,i,T,973
small,unknown,external,na,healthcare,c,T,974
large,error,partner,na,healthcare,c,T,975
large,misuse,external,lac,agriculture,c,F,976
large,hacking,external,apac,transportation,c,T,977
large,hacking,internal,apac,finance,a,F,978
small,misuse,internal,apac,trade,c,F,979
small,unknown,external,na,healthcare,c,T,980
unknown,hacking,external,apac,trade,c,F,981
small,misuse,partner,apac,information,i,F,982
unknown,hacking,partner,apac,accommodation,a,F,983
small,error,external,emea,professional,i,F,984
small,misuse,external,emea,agriculture,i,F,985
unknown,error,external,na,public,c,F,986
unknown,malware,partner,lac,management,i,F,987
small,error,external,lac,public,c,F,988
small,misuse,internal,emea,otherservices,a,F,989
small,social,internal,apac,agriculture,i,F,990
large,hacking,partner,na,educational,c,T,991
small,unknown,external,apac,otherservices,i,T,992
unknown,misuse,internal,na,finance,i,T,993
