orgSize,action,actor,region,industry,attribute,incident
small,misuse,partner,apac,finance,c,F
small,malware,external,apac,agriculture,c,F
large,social,external,na,manufacturing,a,F
large,social,partner,emea,entertainment,a,F
large,hacking,external,lac,entertainment,i,F
small,social,partner,emea,information,i,F
large,malware,partner,na,education,c,F
small,misuse,internal,lac,utilities,c,F
small,hacking,partner,emea,transportation,c,F
small,social,external,na,trade,c,F
small,misuse,external,emea,realestate,a,F
large,malware,external,apac,finance,a,F
small,hacking,partner,apac,miningandutilities,a,F
small,error,internal,apac,manufacturing,i,F
small,malware,internal,na,realestate,c,F
small,misuse,external,lac,entertainment,i,F
large,hacking,external,emea,trade,i,F
small,error,external,na,retail,i,F
large,hacking,external,lac,publicadministration,a,F
small,error,partner,emea,miningandutilities,i,F
small,malware,partner,lac,publicadministration,c,F
small,hacking,partner,na,administrative,i,F
large,social,external,lac,professional,c,F
large,social,partner,apac,manufacturing,a,F
large,social,internal,lac,trade,a,F
large,malware,partner,lac,retail,c,F
small,hacking,partner,emea,management,c,F
large,misuse,external,apac,publicadministration,c,F
small,hacking,internal,apac,utilities,i,F
small,social,partner,apac,publicadministration,c,F
large,social,external,lac,retail,a,F
small,misuse,internal,apac,construction,c,F
small,hacking,partner,na,retail,a,F
large,social,partner,apac,transportation,a,F
small,error,external,na,information,c,F
small,misuse,internal,na,administrative,i,F
large,malware,internal,emea,manufacturing,a,F
large,hacking,partner,lac,agriculture,a,F
small,misuse,internal,apac,transportation,c,F
small,error,partner,na,healthcare,i,F
small,error,external,apac,finance,c,F
large,misuse,external,emea,transportation,i,F
large,misuse,partner,lac,trade,c,F
small,social,partner,emea,retail,c,F
large,misuse,external,apac,publicadministration,a,F
large,misuse,internal,lac,retail,i,F
small,misuse,external,apac,transportation,c,F
large,misuse,partner,emea,agriculture,c,F
small,misuse,internal,emea,accommodation,i,F
large,error,external,lac,retail,c,F
large,social,partner,na,accommodation,a,F
small,hacking,external,apac,entertainment,c,F
large,misuse,internal,na,retail,a,F
small,misuse,partner,emea,education,a,F
large,error,partner,apac,realestate,i,F
small,misuse,partner,emea,education,c,F
small,hacking,internal,lac,management,i,F
large,hacking,partner,apac,construction,a,F
large,misuse,internal,na,construction,i,F
small,error,partner,emea,publicadministration,c,F
small,social,external,na,utilities,i,F
small,hacking,external,lac,utilities,c,F
large,misuse,external,lac,utilities,c,F
large,social,partner,emea,construction,a,F
large,error,partner,apac,education,i,F
large,error,internal,apac,administrative,c,F
large,misuse,internal,emea,construction,a,F
small,error,external,emea,publicadministration,c,F
large,error,external,emea,realestate,a,F
large,misuse,partner,emea,retail,a,F
small,misuse,external,emea,miningandutilities,a,F
small,malware,internal,emea,trade,a,F
small,hacking,partner,apac,information,i,F
large,social,external,na,education,a,F
large,hacking,internal,na,accommodation,i,F
small,malware,internal,na,education,i,F
large,hacking,partner,apac,finance,a,F
small,misuse,external,apac,retail,a,F
large,hacking,external,apac,retail,i,F
large,social,external,lac,otherservices,a,F
small,hacking,internal,emea,transportation,i,F
large,hacking,internal,apac,publicadministration,c,F
large,misuse,internal,na,entertainment,a,F
large,hacking,internal,lac,utilities,i,F
small,malware,external,emea,accommodation,i,F
large,error,external,na,realestate,c,F
small,social,internal,lac,entertainment,i,F
large,hacking,partner,apac,trade,i,F
large,misuse,internal,emea,agriculture,i,F
small,social,internal,apac,transportation,a,F
small,social,external,na,transportation,i,F
large,error,internal,lac,agriculture,i,F
small,social,internal,emea,entertainment,c,F
small,social,external,na,realestate,i,F
small,misuse,external,apac,trade,a,F
small,malware,external,lac,agriculture,i,F
small,error,partner,emea,trade,a,F
small,misuse,external,emea,construction,a,F
large,malware,external,apac,construction,i,F
small,misuse,internal,emea,utilities,i,F
small,malware,partner,na,healthcare,a,F
large,malware,external,emea,finance,c,F
small,hacking,external,na,trade,a,F
small,hacking,external,apac,construction,i,F
large,misuse,internal,na,education,a,F
large,error,external,emea,retail,c,F
large,hacking,partner,emea,miningandutilities,i,F
large,social,internal,na,retail,c,F
large,malware,internal,apac,education,c,F
large,social,internal,na,education,i,F
large,error,partner,na,transportation,c,F
small,social,partner,apac,information,a,F
large,error,internal,lac,retail,c,F
small,misuse,external,apac,finance,a,F
small,hacking,external,emea,trade,i,F
small,hacking,partner,na,utilities,a,F
small,social,external,na,professional,a,F
large,error,external,lac,finance,i,F
small,hacking,internal,na,transportation,c,F
small,misuse,partner,apac,education,c,F
small,social,internal,lac,management,a,F
large,malware,internal,emea,accommodation,a,F
small,social,partner,na,publicadministration,i,F
small,hacking,external,lac,finance,i,F
large,error,external,lac,administrative,c,F
large,malware,external,emea,education,c,F
small,social,internal,lac,finance,i,F
large,hacking,internal,emea,accommodation,c,F
small,hacking,external,na,education,a,F
large,misuse,internal,apac,utilities,a,F
large,misuse,internal,emea,management,c,F
small,hacking,external,lac,construction,a,F
small,malware,external,apac,publicadministration,c,F
small,malware,internal,lac,management,a,F
large,misuse,partner,lac,transportation,c,F
small,malware,external,lac,finance,a,F
large,hacking,internal,lac,miningandutilities,a,F
large,error,internal,emea,information,a,F
small,malware,partner,lac,trade,i,F
small,error,external,na,trade,a,F
small,social,external,apac,education,c,F
large,malware,partner,emea,management,a,F
small,malware,internal,lac,transportation,c,F
small,malware,partner,emea,trade,c,F
large,misuse,external,na,agriculture,c,F
large,misuse,partner,emea,accommodation,a,F
large,error,external,lac,education,i,F
large,social,partner,emea,education,i,F
large,social,external,apac,construction,c,F
small,social,internal,na,entertainment,i,F
large,malware,partner,na,construction,c,F
large,social,partner,emea,management,i,F
small,malware,internal,na,information,a,F
large,misuse,partner,na,agriculture,i,F
large,hacking,external,apac,realestate,i,F
small,misuse,internal,na,publicadministration,a,F
large,hacking,internal,lac,management,a,F
small,error,partner,emea,otherservices,i,F
large,misuse,external,lac,accommodation,a,F
small,malware,external,lac,manufacturing,a,F
large,error,external,apac,information,a,F
large,social,partner,apac,retail,i,F
small,error,partner,emea,publicadministration,i,F
small,hacking,internal,na,miningandutilities,a,F
small,hacking,partner,emea,otherservices,c,F
large,malware,internal,na,otherservices,i,F
small,malware,external,na,construction,i,F
small,malware,external,lac,transportation,c,F
large,hacking,internal,apac,information,a,F
large,error,partner,emea,otherservices,i,F
small,hacking,internal,lac,agriculture,i,F
small,error,external,emea,manufacturing,c,F
small,malware,partner,lac,entertainment,c,F
small,error,internal,emea,education,i,F
small,social,external,apac,transportation,i,F
small,error,internal,emea,information,a,F
large,error,external,apac,administrative,a,F
small,social,internal,emea,finance,a,F
small,malware,internal,na,miningandutilities,a,F
small,malware,partner,apac,education,a,F
small,misuse,internal,na,transportation,c,F
small,error,internal,apac,information,i,F
small,misuse,internal,na,entertainment,c,F
small,misuse,internal,lac,management,a,F
large,error,partner,apac,construction,i,F
large,malware,external,apac,otherservices,i,F
large,hacking,internal,emea,trade,a,F
small,error,external,apac,information,c,F
small,social,external,na,otherservices,i,F
small,social,internal,apac,accommodation,c,F
large,error,internal,na,information,c,F
large,malware,external,lac,agriculture,a,F
large,social,partner,emea,retail,i,F
large,error,internal,lac,trade,a,F
small,social,external,apac,publicadministration,i,F
small,error,external,lac,professional,c,F
small,misuse,partner,na,information,c,F
large,malware,partner,lac,utilities,i,F
large,social,external,na,publicadministration,i,F
large,malware,external,na,utilities,i,F
large,misuse,internal,emea,agriculture,a,F
large,misuse,partner,apac,utilities,c,F
large,social,external,na,finance,a,F
small,misuse,internal,apac,retail,a,F
small,error,partner,apac,entertainment,a,F
small,malware,internal,na,management,c,F
small,hacking,internal,lac,construction,i,F
small,hacking,partner,na,miningandutilities,i,F
large,malware,partner,emea,publicadministration,i,F
large,misuse,internal,emea,accommodation,i,F
small,social,internal,emea,miningandutilities,i,F
large,hacking,internal,apac,otherservices,a,F
large,malware,internal,emea,management,i,F
large,malware,internal,lac,entertainment,c,F
large,misuse,internal,na,miningandutilities,i,F
small,misuse,partner,lac,construction,c,F
large,social,partner,na,entertainment,c,F
small,social,internal,na,finance,i,F
large,hacking,external,emea,otherservices,i,F
small,malware,internal,emea,administrative,i,F
small,error,external,emea,miningandutilities,c,F
small,malware,internal,na,administrative,i,F
small,malware,partner,emea,agriculture,a,F
large,error,internal,lac,miningandutilities,i,F
small,malware,external,emea,publicadministration,i,F
small,malware,external,emea,manufacturing,a,F
large,hacking,partner,lac,professional,c,F
small,social,internal,apac,information,i,F
large,malware,external,na,retail,i,F
small,misuse,internal,emea,professional,c,F
small,misuse,internal,apac,entertainment,c,F
small,misuse,partner,apac,retail,a,F
small,malware,internal,lac,otherservices,c,F
large,error,internal,na,retail,c,F
small,malware,internal,emea,retail,a,F
large,malware,partner,na,healthcare,i,F
small,misuse,external,apac,transportation,i,F
small,hacking,partner,emea,accommodation,a,F
small,social,partner,na,healthcare,i,F
small,hacking,external,na,management,c,F
small,hacking,external,lac,education,i,F
large,malware,partner,na,manufacturing,i,F
large,malware,partner,apac,accommodation,a,F
large,error,external,apac,agriculture,a,F
small,hacking,internal,lac,healthcare,i,F
large,hacking,partner,lac,otherservices,a,F
large,malware,internal,na,management,i,F
large,malware,external,na,information,c,F
small,hacking,internal,na,agriculture,i,F
large,hacking,external,apac,construction,c,F
small,malware,external,lac,information,a,F
small,error,partner,lac,retail,a,F
large,hacking,partner,lac,publicadministration,a,F
small,hacking,internal,emea,finance,c,F
small,malware,partner,na,otherservices,i,F
large,hacking,partner,na,trade,i,F
small,error,internal,na,publicadministration,c,F
large,error,external,na,healthcare,c,F
large,social,external,apac,miningandutilities,c,F
small,error,external,na,agriculture,c,F
large,malware,partner,emea,realestate,c,F
small,hacking,partner,emea,publicadministration,c,F
large,error,internal,apac,manufacturing,i,F
large,social,internal,na,education,c,F
large,social,external,apac,otherservices,a,F
large,error,partner,apac,agriculture,i,F
large,malware,external,emea,trade,c,F
small,malware,internal,emea,manufacturing,a,F
small,error,external,apac,construction,c,F
small,malware,partner,emea,information,a,F
small,malware,internal,apac,accommodation,c,F
large,error,internal,apac,information,c,F
large,malware,internal,apac,healthcare,a,F
small,malware,internal,apac,healthcare,i,F
small,misuse,partner,emea,entertainment,i,F
large,social,internal,lac,agriculture,a,F
large,error,partner,emea,entertainment,c,F
small,hacking,partner,na,healthcare,i,F
small,malware,partner,apac,finance,i,F
large,misuse,partner,emea,retail,i,F
small,hacking,partner,apac,realestate,i,F
small,social,external,apac,agriculture,a,F
small,social,external,emea,entertainment,a,F
large,error,internal,emea,finance,a,F
large,hacking,partner,na,transportation,i,F
small,misuse,external,emea,education,i,F
large,social,internal,emea,administrative,a,F
large,misuse,external,na,transportation,i,F
small,misuse,partner,lac,entertainment,a,F
large,error,partner,emea,retail,a,F
small,hacking,external,lac,agriculture,i,F
large,social,external,lac,manufacturing,c,F
small,social,partner,emea,information,c,F
large,misuse,external,emea,management,i,F
small,social,external,na,education,i,F
large,misuse,internal,na,accommodation,c,F
large,hacking,partner,apac,management,a,F
small,error,external,emea,administrative,a,F
large,social,partner,na,healthcare,c,F
large,hacking,partner,emea,professional,i,F
large,hacking,internal,apac,trade,i,F
large,hacking,partner,emea,otherservices,c,F
large,social,external,na,management,c,F
large,social,internal,apac,miningandutilities,i,F
large,malware,internal,apac,trade,c,F
large,misuse,external,emea,finance,a,F
small,misuse,external,lac,otherservices,i,F
large,error,external,apac,finance,i,F
large,social,external,emea,trade,a,F
large,social,internal,apac,otherservices,a,F
large,error,external,emea,professional,a,F
large,error,internal,na,accommodation,c,F
large,error,external,apac,realestate,c,F
large,hacking,external,na,otherservices,c,F
large,misuse,external,lac,miningandutilities,c,F
small,malware,partner,na,entertainment,a,F
small,hacking,internal,na,information,a,F
small,malware,external,apac,miningandutilities,c,F
large,social,partner,emea,accommodation,c,F
small,social,partner,apac,manufacturing,c,F
large,malware,internal,emea,utilities,a,F
small,malware,internal,apac,management,a,F
small,malware,internal,apac,publicadministration,a,F
large,malware,partner,apac,finance,c,F
large,social,partner,emea,retail,c,F
large,error,partner,apac,management,c,F
small,hacking,internal,apac,utilities,c,F
small,malware,partner,na,transportation,a,F
small,malware,partner,na,otherservices,c,F
small,malware,internal,apac,trade,i,F
large,error,partner,lac,manufacturing,c,F
small,misuse,external,na,transportation,a,F
large,error,external,apac,otherservices,a,F
small,social,internal,apac,retail,c,F
large,hacking,external,na,entertainment,c,F
small,misuse,external,emea,entertainment,c,F
small,misuse,partner,apac,administrative,c,F
large,social,internal,emea,otherservices,a,F
large,misuse,internal,emea,management,i,F
large,social,external,emea,professional,i,F
small,error,partner,na,trade,a,F
small,social,external,na,manufacturing,a,F
large,misuse,internal,lac,trade,a,F
large,misuse,external,na,finance,a,F
large,hacking,partner,na,education,c,F
small,hacking,internal,emea,publicadministration,c,F
large,error,internal,apac,realestate,c,F
small,error,internal,apac,professional,c,F
large,error,internal,apac,otherservices,a,F
small,hacking,partner,apac,publicadministration,c,F
small,misuse,partner,apac,manufacturing,i,F
small,misuse,internal,apac,accommodation,i,F
large,social,external,emea,utilities,i,F
large,social,external,lac,transportation,c,F
large,error,partner,apac,accommodation,a,F
small,social,partner,lac,management,i,F
large,malware,partner,na,information,c,F
small,malware,partner,na,manufacturing,a,F
large,malware,internal,lac,finance,a,F
small,malware,external,lac,construction,i,F
large,social,partner,emea,management,a,F
small,hacking,internal,na,management,c,F
small,malware,internal,lac,publicadministration,i,F
small,hacking,external,emea,professional,i,F
small,hacking,external,lac,utilities,a,F
large,misuse,internal,lac,realestate,c,F
large,misuse,external,na,utilities,a,F
large,error,internal,emea,transportation,a,F
small,hacking,internal,apac,education,c,F
small,social,internal,lac,information,i,F
small,misuse,external,apac,management,a,F
small,misuse,internal,emea,manufacturing,i,F
large,social,partner,apac,information,i,F
small,error,external,na,administrative,i,F
small,social,internal,emea,agriculture,c,F
large,error,partner,apac,management,i,F
small,error,internal,na,publicadministration,i,F
small,malware,internal,lac,healthcare,i,F
large,hacking,internal,na,administrative,a,F
small,misuse,external,lac,transportation,a,F
large,malware,partner,lac,otherservices,c,F
small,hacking,partner,lac,retail,c,F
large,hacking,external,lac,otherservices,c,F
large,misuse,external,na,management,a,F
small,malware,partner,lac,transportation,a,F
small,hacking,partner,lac,finance,i,F
small,error,external,apac,miningandutilities,c,F
large,hacking,partner,lac,transportation,a,F
large,social,partner,lac,trade,i,F
small,hacking,internal,emea,construction,a,F
small,misuse,internal,apac,information,c,F
small,malware,external,apac,otherservices,c,F
small,error,external,emea,construction,c,F
large,social,external,emea,trade,c,F
large,social,internal,lac,information,i,F
small,social,internal,na,entertainment,c,F
large,misuse,external,apac,information,i,F
large,social,external,na,manufacturing,i,F
small,hacking,external,emea,miningandutilities,a,F
small,malware,partner,na,manufacturing,c,F
small,malware,external,apac,entertainment,c,F
large,error,external,apac,healthcare,i,F
large,error,external,emea,entertainment,c,F
small,misuse,internal,na,publicadministration,c,F
small,malware,partner,emea,realestate,a,F
small,error,partner,na,construction,i,F
large,error,external,emea,trade,a,F
small,error,partner,lac,education,a,F
small,malware,external,na,professional,c,F
small,malware,internal,apac,retail,a,F
small,hacking,partner,emea,utilities,i,F
large,malware,partner,lac,agriculture,i,F
large,malware,partner,apac,retail,i,F
large,malware,external,apac,construction,a,F
large,hacking,internal,emea,healthcare,a,F
small,hacking,partner,lac,accommodation,a,F
large,misuse,partner,apac,agriculture,c,F
large,malware,internal,lac,publicadministration,c,F
small,social,internal,apac,otherservices,c,F
small,hacking,internal,lac,trade,c,F
large,social,partner,lac,accommodation,i,F
large,hacking,internal,na,realestate,c,F
small,hacking,partner,lac,retail,a,F
small,error,internal,apac,miningandutilities,a,F
small,error,partner,emea,miningandutilities,a,F
large,hacking,external,emea,professional,i,F
small,malware,partner,na,administrative,c,F
large,malware,internal,emea,realestate,i,F
large,malware,internal,emea,transportation,a,F
large,hacking,internal,na,utilities,a,F
small,error,partner,na,accommodation,i,F
large,hacking,external,apac,professional,a,F
small,hacking,internal,na,realestate,c,F
large,error,external,apac,entertainment,a,F
small,misuse,partner,apac,entertainment,a,F
large,social,internal,emea,construction,a,F
large,error,external,lac,publicadministration,i,F
large,misuse,external,apac,healthcare,a,F
small,hacking,partner,emea,information,i,F
large,misuse,internal,na,healthcare,a,F
large,hacking,internal,emea,trade,i,F
large,malware,internal,apac,entertainment,i,F
small,misuse,internal,apac,realestate,i,F
large,hacking,internal,lac,publicadministration,i,F
large,misuse,partner,na,entertainment,c,F
small,error,partner,emea,administrative,i,F
large,error,partner,apac,entertainment,i,F
small,hacking,internal,emea,construction,c,F
large,malware,partner,apac,agriculture,c,F
small,hacking,external,apac,entertainment,a,F
small,error,internal,apac,otherservices,i,F
large,hacking,partner,apac,realestate,c,F
small,social,partner,lac,realestate,a,F
small,malware,partner,apac,accommodation,i,F
large,social,external,apac,retail,a,F
small,social,internal,na,manufacturing,a,F
small,malware,internal,emea,transportation,a,F
large,error,external,apac,accommodation,i,F
small,malware,partner,apac,manufacturing,c,F
small,misuse,internal,apac,healthcare,i,F
small,social,internal,apac,publicadministration,a,F
small,social,external,emea,entertainment,c,F
large,misuse,external,emea,manufacturing,c,F
small,misuse,external,na,administrative,i,F
large,malware,internal,na,trade,c,F
large,misuse,partner,apac,construction,i,F
large,error,internal,apac,entertainment,a,F
small,misuse,partner,emea,construction,c,F
large,social,internal,emea,management,a,F
large,hacking,partner,emea,realestate,a,F
large,misuse,internal,apac,miningandutilities,a,F
small,hacking,internal,na,retail,i,F
small,malware,internal,na,retail,c,F
small,misuse,internal,na,manufacturing,a,F
large,social,external,emea,realestate,c,F
large,misuse,external,apac,manufacturing,i,F
small,hacking,external,apac,agriculture,i,F
large,misuse,internal,emea,management,a,F
small,misuse,internal,emea,administrative,i,F
small,error,partner,emea,agriculture,i,F
large,malware,internal,lac,finance,c,F
small,hacking,internal,emea,publicadministration,i,F
large,malware,internal,lac,entertainment,i,F
small,social,partner,lac,entertainment,i,F
small,misuse,external,lac,publicadministration,c,F
small,hacking,internal,na,realestate,a,F
small,hacking,internal,na,healthcare,i,F
small,error,partner,na,realestate,a,F
large,hacking,partner,apac,retail,c,F
large,misuse,partner,na,healthcare,a,F
large,malware,internal,lac,retail,c,F
small,malware,external,lac,manufacturing,i,F
small,error,partner,emea,professional,a,F
small,hacking,internal,apac,professional,i,F
large,error,external,emea,healthcare,c,F
large,social,partner,lac,transportation,i,F
large,misuse,external,apac,finance,c,F
large,hacking,internal,na,agriculture,c,F
large,hacking,external,emea,management,a,F
large,social,external,na,utilities,c,F
small,hacking,internal,lac,finance,c,F
large,hacking,partner,apac,management,c,F
large,misuse,internal,apac,otherservices,a,F
small,hacking,partner,apac,transportation,i,F
small,social,partner,na,realestate,a,F
small,social,internal,emea,trade,a,F
large,social,partner,lac,healthcare,i,F
small,hacking,internal,lac,publicadministration,i,F
large,error,external,emea,otherservices,a,F
small,social,external,lac,miningandutilities,c,F
small,malware,partner,emea,entertainment,i,F
small,error,internal,emea,information,c,F
large,social,partner,lac,publicadministration,i,F
small,error,internal,apac,otherservices,a,F
small,hacking,partner,emea,information,a,F
small,malware,internal,lac,information,i,F
large,error,internal,emea,entertainment,c,F
large,malware,external,na,management,i,F
small,misuse,partner,apac,realestate,i,F
large,malware,internal,lac,transportation,c,F
large,social,external,lac,publicadministration,i,F
large,hacking,external,emea,management,c,F
small,social,internal,na,administrative,a,F
small,social,external,lac,management,a,F
large,malware,internal,lac,trade,c,F
small,error,internal,emea,accommodation,c,F
small,misuse,partner,apac,agriculture,a,F
small,misuse,internal,apac,retail,c,F
small,misuse,internal,na,retail,a,F
large,social,internal,lac,publicadministration,c,F
small,hacking,partner,lac,management,a,F
large,social,partner,emea,professional,c,F
small,error,external,apac,transportation,c,F
small,misuse,internal,apac,manufacturing,a,F
large,malware,internal,emea,management,c,F
large,malware,internal,apac,education,a,F
small,misuse,external,lac,administrative,a,F
small,misuse,partner,apac,administrative,i,F
small,error,partner,na,utilities,c,F
small,misuse,internal,lac,entertainment,a,F
large,hacking,internal,lac,transportation,c,F
small,misuse,external,na,administrative,c,F
small,misuse,partner,na,healthcare,c,F
small,social,partner,na,manufacturing,c,F
large,error,internal,emea,professional,c,F
small,error,partner,apac,information,i,F
large,social,internal,lac,management,c,F
large,social,partner,apac,manufacturing,i,F
small,hacking,internal,apac,agriculture,a,F
large,social,internal,lac,accommodation,c,F
small,misuse,partner,emea,publicadministration,c,F
small,hacking,external,apac,realestate,a,F
small,error,internal,lac,education,a,F
large,hacking,internal,na,transportation,a,F
large,hacking,partner,lac,entertainment,i,F
large,malware,partner,apac,publicadministration,i,F
large,social,internal,na,publicadministration,a,F
small,malware,internal,lac,otherservices,i,F
large,malware,partner,apac,entertainment,i,F
small,hacking,internal,lac,entertainment,a,F
small,social,partner,emea,trade,i,F
small,hacking,internal,apac,construction,c,F
large,error,partner,emea,retail,i,F
large,error,internal,lac,education,c,F
small,misuse,external,na,education,c,F
small,social,internal,emea,administrative,i,F
large,error,partner,apac,realestate,a,F
small,malware,partner,lac,otherservices,c,F
small,error,partner,na,manufacturing,c,F
large,malware,internal,na,retail,c,F
small,social,external,apac,retail,i,F
large,hacking,partner,emea,transportation,a,F
large,error,internal,na,utilities,i,F
small,social,internal,emea,otherservices,a,F
small,malware,partner,lac,management,a,F
large,hacking,partner,emea,administrative,a,F
small,hacking,external,na,education,c,F
large,malware,internal,apac,finance,c,F
large,malware,partner,apac,transportation,i,F
small,malware,external,apac,manufacturing,i,F
small,social,internal,apac,education,c,F
large,social,internal,emea,transportation,i,F
large,misuse,internal,na,transportation,a,F
large,social,partner,emea,agriculture,a,F
small,error,external,apac,publicadministration,c,F
large,social,partner,na,management,i,F
large,hacking,external,lac,entertainment,c,F
large,error,external,emea,manufacturing,a,F
large,error,external,emea,administrative,c,F
large,malware,external,lac,healthcare,i,F
large,error,internal,na,publicadministration,a,F
small,hacking,external,na,manufacturing,a,F
large,malware,internal,emea,agriculture,i,F
large,malware,external,apac,professional,a,F
large,misuse,internal,apac,publicadministration,i,F
small,error,external,apac,trade,i,F
small,error,external,emea,manufacturing,a,F
small,social,internal,lac,education,c,F
large,social,internal,apac,administrative,c,F
large,social,partner,na,administrative,a,F
small,hacking,internal,na,information,i,F
large,hacking,partner,emea,administrative,c,F
large,misuse,external,emea,agriculture,c,F
small,hacking,internal,lac,finance,i,F
large,misuse,external,na,otherservices,i,F
small,hacking,external,na,finance,c,F
large,error,partner,emea,information,i,F
small,error,partner,emea,management,c,F
small,misuse,partner,lac,administrative,a,F
small,hacking,external,lac,miningandutilities,i,F
large,malware,external,lac,administrative,c,F
large,malware,external,lac,education,a,F
small,social,partner,na,trade,a,F
small,hacking,internal,apac,otherservices,c,F
small,malware,external,emea,management,c,F
large,social,external,emea,professional,c,F
small,hacking,partner,na,accommodation,i,F
small,hacking,internal,apac,miningandutilities,i,F
large,malware,partner,lac,entertainment,i,F
small,malware,internal,na,healthcare,c,F
small,hacking,external,emea,otherservices,c,F
small,misuse,internal,lac,management,i,F
small,hacking,internal,na,professional,a,F
small,social,partner,emea,education,i,F
small,hacking,external,apac,retail,c,F
large,misuse,partner,apac,construction,a,F
large,misuse,external,apac,retail,a,F
large,malware,internal,lac,healthcare,c,F
large,misuse,external,lac,administrative,a,F
small,error,external,apac,agriculture,a,F
large,misuse,partner,apac,information,i,F
small,malware,internal,apac,utilities,a,F
small,error,partner,lac,information,i,F
small,social,internal,lac,manufacturing,c,F
large,error,partner,emea,finance,c,F
small,social,external,na,transportation,a,F
small,malware,partner,apac,otherservices,a,F
small,misuse,partner,na,miningandutilities,i,F
small,error,internal,emea,trade,a,F
small,social,external,apac,construction,a,F
small,error,partner,emea,education,a,F
small,error,partner,lac,professional,c,F
small,error,internal,na,entertainment,a,F
small,social,internal,na,finance,a,F
small,social,partner,na,construction,c,F
small,error,external,lac,administrative,a,F
small,error,external,lac,manufacturing,a,F
large,hacking,partner,emea,finance,i,F
small,social,internal,emea,trade,i,F
small,malware,internal,emea,accommodation,i,F
small,social,external,emea,accommodation,a,F
large,error,internal,emea,management,a,F
large,social,external,lac,education,a,F
small,misuse,internal,lac,accommodation,a,F
large,malware,internal,na,trade,i,F
small,social,partner,na,otherservices,i,F
small,social,external,lac,manufacturing,i,F
small,misuse,internal,lac,healthcare,a,F
small,error,partner,lac,publicadministration,a,F
small,hacking,partner,na,accommodation,c,F
large,social,external,apac,management,i,F
large,misuse,external,apac,administrative,i,F
large,hacking,external,apac,construction,a,F
small,malware,partner,apac,miningandutilities,i,F
small,misuse,partner,emea,retail,a,F
large,error,external,lac,manufacturing,a,F
small,misuse,internal,lac,retail,i,F
large,misuse,internal,lac,otherservices,i,F
small,error,partner,apac,healthcare,c,F
small,misuse,internal,emea,administrative,a,F
small,hacking,internal,emea,realestate,a,F
large,hacking,internal,apac,publicadministration,i,F
small,malware,internal,lac,entertainment,c,F
large,social,partner,apac,realestate,i,F
large,malware,internal,na,realestate,i,F
small,social,external,na,otherservices,c,F
small,social,internal,na,trade,a,F
large,social,external,na,construction,a,F
large,misuse,partner,lac,information,c,F
small,error,external,emea,finance,a,F
large,hacking,partner,na,publicadministration,a,F
large,error,internal,apac,construction,i,F
small,malware,partner,na,realestate,i,F
small,misuse,internal,na,management,i,F
large,hacking,partner,lac,publicadministration,c,F
large,social,external,emea,manufacturing,c,F
large,social,internal,lac,administrative,c,F
small,error,external,lac,realestate,i,F
large,social,partner,na,retail,i,F
small,misuse,external,lac,administrative,c,F
small,hacking,partner,lac,education,a,F
small,social,external,emea,publicadministration,a,F
large,error,external,na,trade,a,F
large,misuse,partner,na,publicadministration,a,F
small,social,partner,na,utilities,i,F
small,error,partner,apac,publicadministration,a,F
small,error,internal,apac,construction,a,F
small,malware,internal,emea,healthcare,i,F
small,error,internal,emea,information,i,F
small,hacking,internal,na,accommodation,i,F
large,social,internal,lac,transportation,c,F
large,social,external,lac,finance,i,F
large,error,partner,emea,otherservices,a,F
large,hacking,partner,na,accommodation,c,F
large,malware,internal,apac,realestate,i,F
small,misuse,partner,lac,healthcare,a,F
small,hacking,internal,apac,agriculture,c,F
small,misuse,external,na,accommodation,c,F
large,error,internal,apac,entertainment,i,F
large,error,internal,lac,publicadministration,i,F
small,hacking,internal,na,otherservices,c,F
small,misuse,external,emea,trade,a,F
small,malware,external,lac,otherservices,c,F
small,misuse,partner,apac,accommodation,i,F
small,error,external,na,utilities,a,F
large,hacking,external,emea,retail,c,F
small,malware,internal,na,agriculture,i,F
large,error,internal,emea,entertainment,i,F
small,malware,internal,lac,professional,i,F
small,error,external,emea,transportation,c,F
large,misuse,internal,lac,finance,c,F
small,error,external,lac,transportation,c,F
large,misuse,external,emea,finance,i,F
large,misuse,internal,na,agriculture,a,F
small,misuse,internal,lac,education,a,F
small,error,external,lac,trade,i,F
large,malware,external,apac,trade,c,F
small,malware,internal,na,professional,a,F
small,misuse,external,na,agriculture,i,F
large,error,external,emea,utilities,i,F
small,social,partner,na,education,c,F
small,hacking,external,emea,education,a,F
large,error,internal,lac,construction,a,F
large,social,external,lac,miningandutilities,i,F
large,misuse,partner,na,miningandutilities,c,F
large,error,internal,apac,retail,i,F
small,hacking,external,apac,healthcare,c,F
small,hacking,partner,lac,otherservices,a,F
small,malware,external,apac,professional,i,F
small,hacking,partner,apac,agriculture,i,F
small,social,partner,lac,accommodation,a,F
large,misuse,partner,na,publicadministration,c,F
large,hacking,internal,lac,retail,c,F
large,misuse,internal,apac,manufacturing,c,F
small,error,internal,lac,entertainment,a,F
small,malware,internal,na,education,a,F
large,malware,internal,apac,trade,a,F
small,social,internal,na,accommodation,a,F
small,malware,external,emea,entertainment,a,F
small,misuse,external,na,realestate,i,F
small,misuse,partner,lac,information,i,F
large,social,internal,apac,realestate,a,F
small,social,internal,lac,publicadministration,a,F
large,hacking,external,emea,transportation,a,F
large,social,external,apac,accommodation,a,F
